,composition,pretty_composition,parent_guess,materials_project_id,tc,debyet,elecspecheat,unit_elecspecheat,neelt,a1,a2,b1,b2,c1,d1,d2,e1,e2,f1,f2,g1,g2,h1,h2,i1,i2,o1,o2,o_empirical,lata,latb,latc,unit_lat
228,Nd1Ba2Cu3O7.16,Ba2Nd1Cu3O7.16,Ba2NdCu3O7,mp-22719,95.3,,,,,Nd,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-X,7.16,3.855,3.914,3.914,
229,Sm1Ba2Cu3O7.11,Ba2Sm1Cu3O7.11,Ba2SmCu3O7,mp-21451,93.5,,,,,Sm,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-X,7.11,3.855,3.899,3.899,
230,La1.85Sr0.15Cu1O4,Sr0.15La1.85Cu1O4,La2CuO4,mp-19735,37.1,,0.134,,,La,1.85,Sr,0.15,1.0,,,,,,,,,,,,,O,4,,,,,
231,Y1Ba2Cu3O7-X,Ba2YCu3O7,Ba2YCu3O7,mp-20674,88.8,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-X,,,,,
232,La1.85Sr0.15Cu1O4-Z,Sr0.15La1.85Cu1O4,La2CuO4,mp-19735,33.0,,7.0,,,La,1.85,Sr,0.15,1.0,,,,,,,,,,,,,O,4-Z,,,,,
233,Y1Ba2.01Cu2.81Ni0.19O6.7,Ba2.01Y1Cu2.81Ni0.19O6.7,Ba2YCu3O7,mp-20674,65.0,,,,,Y,1.0,Ba,2.01,2.81,Ni,0.19,,,,,,,,,,,O,6.7,,3.819,3.888,3.888,
234,Y1Ba2.02Cu2.18Zn0.82O7,Ba2.02Y1Zn0.82Cu2.18O7,Ba2YCu3O7,mp-20674,30.0,,,,,Y,1.0,Ba,2.02,2.18,Zn,0.82,,,,,,,,,,,O,7,,3.829,3.887,3.887,
235,Y1Ba1.99Cu2.847Ag0.153O6.7,Ba1.99Y1Cu2.847Ag0.153O6.7,Ba2YCu3O7,mp-20674,86.0,,,,,Y,1.0,Ba,1.99,2.847,Ag,0.153,,,,,,,,,,,O,6.7,,3.827,3.893,3.893,
236,Y1Ba2Cu2.902Pt0.098O6.4,Ba2Y1Cu2.902Pt0.098O6.4,Ba2YCu3O7,mp-20674,81.0,,,,,Y,1.0,Ba,2.0,2.902,Pt,0.098,,,,,,,,,,,O,6.4,,3.82,3.886,3.886,
237,Y1Ba2.01Cu2.7Co0.3O6.8,Ba2.01Y1Co0.3Cu2.7O6.8,Ba2YCu3O7,mp-20674,36.0,,,,,Y,1.0,Ba,2.01,2.7,Co,0.3,,,,,,,,,,,O,6.8,,3.871,,,
239,Y1.01Ba2.01Cu2.906Ni0.094O6.7,Ba2.01Y1.01Cu2.906Ni0.094O6.7,Ba2YCu3O7,mp-20674,71.0,,,,,Y,1.01,Ba,2.01,2.906,Ni,0.094,,,,,,,,,,,O,6.7,,3.819,3.886,3.886,
240,Y1Ba2Cu2.697Mn0.303O6.9,Ba2Y1Mn0.303Cu2.697O6.9,Ba2YCu3O7,mp-20674,63.0,,,,,Y,1.0,Ba,2.0,2.697,Mn,0.303,,,,,,,,,,,O,6.9,6.9,3.828,3.889,3.889,
241,Y1Ba2Cu2.844Fe0.156O7,Ba2Y1Fe0.156Cu2.844O7,Ba2YCu3O7,mp-20674,57.0,,,,,Y,1.0,Ba,2.0,2.844,Fe,0.156,,,,,,,,,,,O,7,,3.863,,,
242,Y1.01Ba2.01Cu2.697Fe0.303O,Ba2.01Y1.01Fe0.303Cu2.697O7,Ba2YCu3O7,mp-20674,36.0,,,,,Y,1.01,Ba,2.01,2.697,Fe,0.303,,,,,,,,,,,O,,,3.869,,,
243,Y1Ba2Cu3O6.9,Ba2Y1Cu3O6.9,Ba2YCu3O7,mp-20674,88.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,6.9,6.9,3.823,3.888,3.888,
245,Y0.99Ba1.99Cu2.847Li0.153O6.4,Ba1.99Li0.153Y0.99Cu2.847O6.4,Ba2YCu3O7,mp-20674,62.0,,,,,Y,0.99,Ba,1.99,2.847,Li,0.153,,,,,,,,,,,O,6.4,6.4,3.826,3.889,3.889,
246,Y1.01Ba2.03Cu2.808Li0.192O6.6,Ba2.03Li0.192Y1.01Cu2.808O6.6,Ba2YCu3O7,mp-20674,33.0,,,,,Y,1.01,Ba,2.03,2.808,Li,0.192,,,,,,,,,,,O,6.6,6.6,3.829,3.884,3.884,
247,Y1Ba2Cu2.85Fe0.15O7-Z,Ba2Y1Fe0.15Cu2.85O7,Ba2YCu3O7,mp-20674,50.0,,,,,Y,1.0,Ba,2.0,2.85,Fe,0.15,,,,,,,,,,,O,7-Z,,,,,
248,Y1Ba2Cu2.85Fe0.15O7-Z,Ba2Y1Fe0.15Cu2.85O7,Ba2YCu3O7,mp-20674,57.0,,,,,Y,1.0,Ba,2.0,2.85,Fe,0.15,,,,,,,,,,,O,7-Z,,,,,
249,Y1Ba2Cu2.7Fe0.3O7-Z,Ba2Y1Fe0.3Cu2.7O7,Ba2YCu3O7,mp-20674,4.0,,,,,Y,1.0,Ba,2.0,2.7,Fe,0.3,,,,,,,,,,,O,7-Z,,,,,
250,Y1Ba2Cu3O7-Z,Ba2YCu3O7,Ba2YCu3O7,mp-20674,91.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Z,,,,,
251,Y1Ba2Cu2.955Fe0.045O7-Z,Ba2Y1Fe0.045Cu2.955O7,Ba2YCu3O7,mp-20674,74.0,,,,,Y,1.0,Ba,2.0,2.955,Fe,0.045,,,,,,,,,,,O,7-Z,,,,,
252,Y1Ba2Cu2.955Fe0.045O7-Z,Ba2Y1Fe0.045Cu2.955O7,Ba2YCu3O7,mp-20674,59.0,,,,,Y,1.0,Ba,2.0,2.955,Fe,0.045,,,,,,,,,,,O,7-Z,,,,,
253,Y1Ba2Cu2.895Fe0.105O7-Z,Ba2Y1Fe0.105Cu2.895O7,Ba2YCu3O7,mp-20674,61.0,,,,,Y,1.0,Ba,2.0,2.895,Fe,0.105,,,,,,,,,,,O,7-Z,,,,,
254,Y1Ba2Cu3F0.825O,Ba2Y1Cu3O7F0.825,Ba2YCu3O8,mp-1214613,90.5,,,,,Y,1.0,Ba,2.0,3.0,F,0.825,,,,,,,,,,,O,,,,,,
255,Y1Ba2Cu3F1.65O5.675,Ba2Y1Cu3O5.675F1.65,Ba2YCu3O8,mp-1214613,90.3,,,,,Y,1.0,Ba,2.0,3.0,F,1.65,,,,,,,,,,,O,5.675,5.675,,,,
256,Y1Ba2Cu3F0.066Oz,Ba2Y1Cu3O7F0.066,Ba2YCu3O7,mp-20674,93.4,,,,,Y,1.0,Ba,2.0,3.0,F,0.066,,,,,,,,,,,O,z,,3.826,3.885,3.885,
257,Y1Ba2Cu3F0.066Oz,Ba2Y1Cu3O7F0.066,Ba2YCu3O7,mp-20674,92.2,,,,,Y,1.0,Ba,2.0,3.0,F,0.066,,,,,,,,,,,O,z,,3.827,3.892,3.892,
258,Y1Ba2Cu3F0.165Oz,Ba2Y1Cu3O7F0.165,Ba2YCu3O7,mp-20674,91.6,,,,,Y,1.0,Ba,2.0,3.0,F,0.165,,,,,,,,,,,O,z,,3.821,3.867,3.867,
259,Y1Ba2Cu3F0.016Oz,Ba2Y1Cu3O7F0.016,Ba2YCu3O7,mp-20674,90.8,,,,,Y,1.0,Ba,2.0,3.0,F,0.016,,,,,,,,,,,O,z,,3.818,3.884,3.884,
260,Y1Ba2Cu3F0.033Oz,Ba2Y1Cu3O7F0.033,Ba2YCu3O7,mp-20674,92.1,,,,,Y,1.0,Ba,2.0,3.0,F,0.033,,,,,,,,,,,O,z,,3.827,3.893,3.893,
261,Y1Ba2Cu3F0.05Oz,Ba2Y1Cu3O7F0.05,Ba2YCu3O7,mp-20674,92.5,,,,,Y,1.0,Ba,2.0,3.0,F,0.05,,,,,,,,,,,O,z,,3.822,3.88,3.88,
262,Y1Ba2Cu3Oz,Ba2YCu3O7,Ba2YCu3O7,mp-20674,90.0,247.0,1.2,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,z,,,,,
265,Y1Ba2Cu3Oz,Ba2YCu3O7,Ba2YCu3O7,mp-20674,86.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,z,,,,,
266,Gd1Ba2Cu3Oz,Ba2GdCu3O7,Ba2GdCu3O7,mp-19813,87.0,,,,,Gd,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,z,,,,,
267,Er1Ba2Cu3OX,Ba2ErCu3O7,Ba2ErCu3O7,mp-622110,90.0,,,,,Er,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,X,,,,,
268,Dy1Ba2Cu3OX,Ba2DyCu3O7,Ba2DyCu3O7,mp-622105,92.0,,,,,Dy,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,X,,,,,
269,Ho1Ba2Cu3OX,Ba2HoCu3O7,Ba2HoCu3O7,mp-6616,90.0,,,,,Ho,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,X,,,,,
270,Y1Ba2Cu3O7,Ba2YCu3O7,Ba2YCu3O7,mp-20674,93.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7,,,,,
271,Y1Ba2Cu3OX,Ba2YCu3O7,Ba2YCu3O7,mp-20674,92.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,X,,,,,
272,La1.85Sr0.15Cu1O4-X,Sr0.15La1.85Cu1O4,La2CuO4,mp-19735,34.0,,,,,La,1.85,Sr,0.15,1.0,,,,,,,,,,,,,O,4-X,,3.776,,,
273,La1.85Sr0.15Cu0.995Ni0.005O4-X,Sr0.15La1.85Cu0.995Ni0.005O4,La2CuO4,mp-19735,30.5,,,,,La,1.85,Sr,0.15,0.995,Ni,0.005,,,,,,,,,,,O,4-X,,3.776,,,
274,La1.85Sr0.15Cu0.99Ni0.01O4-X,Sr0.15La1.85Cu0.99Ni0.01O4,La2CuO4,mp-19735,30.5,,,,,La,1.85,Sr,0.15,0.99,Ni,0.01,,,,,,,,,,,O,4-X,,3.777,,,
275,La1.85Sr0.15Cu0.98Ni0.02O4-X,Sr0.15La1.85Cu0.98Ni0.02O4,La2CuO4,mp-19735,23.0,,,,,La,1.85,Sr,0.15,0.98,Ni,0.02,,,,,,,,,,,O,4-X,,3.785,,,
276,La1.85Sr0.15Cu0.97Ni0.03OX,Sr0.15La1.85Cu0.97Ni0.03O4,La2CuO4,mp-19735,24.0,,,,,La,1.85,Sr,0.15,0.97,Ni,0.03,,,,,,,,,,,O,X,,3.78,,,
282,Y1Ba2Cu3Oz,Ba2YCu3O7,Ba2YCu3O7,mp-20674,93.5,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,z,,,,,
284,Y1Ba2Cu2.7Ti0.3Oz,Ba2Y1Ti0.3Cu2.7O7,Ba2YCu3O7,mp-20674,92.5,,,,,Y,1.0,Ba,2.0,2.7,Ti,0.3,,,,,,,,,,,O,z,,,,,
285,Y1Ba2Cu2.55Ti0.45Oz,Ba2Y1Ti0.45Cu2.55O7,Ba2YCu3O7,mp-20674,92.5,,,,,Y,1.0,Ba,2.0,2.55,Ti,0.45,,,,,,,,,,,O,z,,,,,
286,Y1Ba2Cu2.4Ti0.6Oz,Ba2Y1Ti0.6Cu2.4O7,Ba2YCu3O7,mp-20674,93.5,,,,,Y,1.0,Ba,2.0,2.4,Ti,0.6,,,,,,,,,,,O,z,,,,,
287,Y1Ba2Cu2.25Ti0.75Oz,Ba2Y1Ti0.75Cu2.25O7,Ba2YCu3O7,mp-20674,88.0,,,,,Y,1.0,Ba,2.0,2.25,Ti,0.75,,,,,,,,,,,O,z,,,,,
288,Y1Ba2Cu2.1Ti0.9Oz,Ba2Y1Ti0.9Cu2.1O7,Ba2YCu3O7,mp-20674,83.5,,,,,Y,1.0,Ba,2.0,2.1,Ti,0.9,,,,,,,,,,,O,z,,,,,
290,Bi2Sr1.8Ca1.2Cu2Oz,Sr1.8Ca1.2Cu2Bi2O8,Sr2CaCu2(BiO4)2,mp-555855,75.0,,,,,Bi,2.0,Sr,1.8,1.2,Cu,2.0,,,,,,,,,,,O,z,,5.4,27.0,27.0,
293,La1.85Sr0.15Cu0.925Zn0.025O4,Sr0.15La1.85Zn0.025Cu0.925O4,La2CuO4,mp-19735,15.0,,,,,La,1.85,Sr,0.15,0.925,Zn,0.025,,,,,,,,,,,O,4,,3.777,,,
295,Y1Ba2Cu3O7-Z,Ba2YCu3O7,Ba2YCu3O7,mp-20674,91.5,,48.0,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Z,,,,,
296,Y1Ba2Cu2.841Co0.159O6.8,Ba2Y1Co0.159Cu2.841O6.8,Ba2YCu3O7,mp-20674,54.0,,,,,Y,1.0,Ba,2.0,2.841,Co,0.159,,,,,,,,,,,O,6.8,6.8,3.862,,,
297,Y1Ba2.01Cu2.806Cr0.194O7.3,Ba2.01Y1Cr0.194Cu2.806O7.3,Ba2YCu3O7,mp-20674,62.0,,,,,Y,1.0,Ba,2.01,2.806,Cr,0.194,,,,,,,,,,,O,7.3,7.3,3.831,3.894,3.894,
298,Y1Ba2Cu3O6.74,Ba2Y1Cu3O6.74,Ba2YCu3O7,mp-20674,91.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,6.74,6.74,,,,
299,Y1Ba2Cu2.98Fe0.02O6.93,Ba2Y1Fe0.02Cu2.98O6.93,Ba2YCu3O7,mp-20674,91.8,,,,,Y,1.0,Ba,2.0,2.98,Fe,0.02,,,,,,,,,,,O,X,6.93,3.819,3.884,3.884,
300,Y1Ba2Cu2.95Fe0.05O6.92,Ba2Y1Fe0.05Cu2.95O6.92,Ba2YCu3O7,mp-20674,91.8,,,,,Y,1.0,Ba,2.0,2.95,Fe,0.05,,,,,,,,,,,O,X,6.92,3.83,3.878,3.878,
301,Y1Ba2Cu2.9Fe0.1O6.92,Ba2Y1Fe0.1Cu2.9O6.92,Ba2YCu3O7,mp-20674,76.0,,,,,Y,1.0,Ba,2.0,2.9,Fe,0.1,,,,,,,,,,,O,X,6.92,3.86,,,
302,Y1Ba2Cu2.8Fe0.2O6.93,Ba2Y1Fe0.2Cu2.8O6.93,Ba2YCu3O7,mp-20674,49.0,,,,,Y,1.0,Ba,2.0,2.8,Fe,0.2,,,,,,,,,,,O,X,6.93,3.864,,,
304,Y1Ba2Cu2.6Fe0.4O7,Ba2Y1Fe0.4Cu2.6O7,Ba2YCu3O7,mp-20674,31.0,,,,,Y,1.0,Ba,2.0,2.6,Fe,0.4,,,,,,,,,,,O,X,7.0,3.871,,,
307,Y1Ba2Cu2.95Al0.05O6.93,Ba2Y1Al0.05Cu2.95O6.93,Ba2YCu3O7,mp-20674,91.0,,,,,Y,1.0,Ba,2.0,2.95,Al,0.05,,,,,,,,,,,O,X,6.93,3.835,3.883,3.883,
308,Y1Ba2Cu2.9Al0.1O6.93,Ba2Y1Al0.1Cu2.9O6.93,Ba2YCu3O7,mp-20674,92.0,,,,,Y,1.0,Ba,2.0,2.9,Al,0.1,,,,,,,,,,,O,X,6.93,3.86,3.866,3.866,
309,Y1Ba2Cu2.8Al0.2O6.91,Ba2Y1Al0.2Cu2.8O6.91,Ba2YCu3O7,mp-20674,85.0,,,,,Y,1.0,Ba,2.0,2.8,Al,0.2,,,,,,,,,,,O,X,6.91,3.862,,,
310,Y1Ba2Cu2.7Al0.3O6.99,Ba2Y1Al0.3Cu2.7O6.99,Ba2YCu3O7,mp-20674,73.0,,,,,Y,1.0,Ba,2.0,2.7,Al,0.3,,,,,,,,,,,O,X,6.99,3.863,,,
311,Y1Ba2Cu2.6Al0.4O7,Ba2Y1Al0.4Cu2.6O7,Ba2YCu3O7,mp-20674,42.0,,,,,Y,1.0,Ba,2.0,2.6,Al,0.4,,,,,,,,,,,O,X,7.0,3.863,,,
312,Y1Ba2Cu2.9Ni0.1O6.87,Ba2Y1Cu2.9Ni0.1O6.87,Ba2YCu3O7,mp-20674,55.0,,,,,Y,1.0,Ba,2.0,2.9,Ni,0.1,,,,,,,,,,,O,X,6.87,3.829,3.886,3.886,
313,Y1Ba2Cu2.8Ni0.2O6.82,Ba2Y1Cu2.8Ni0.2O6.82,Ba2YCu3O7,mp-20674,45.0,,,,,Y,1.0,Ba,2.0,2.8,Ni,0.2,,,,,,,,,,,O,X,6.82,3.835,3.856,3.856,
314,Y1Ba2Cu2.98Co0.02O6.9,Ba2Y1Co0.02Cu2.98O6.9,Ba2YCu3O7,mp-20674,93.4,,,,,Y,1.0,Ba,2.0,2.98,Co,0.02,,,,,,,,,,,O,X,6.9,3.82,3.883,3.883,
315,Y1Ba2Cu2.95Co0.05O6.92,Ba2Y1Co0.05Cu2.95O6.92,Ba2YCu3O7,mp-20674,94.3,,,,,Y,1.0,Ba,2.0,2.95,Co,0.05,,,,,,,,,,,O,X,6.92,3.829,3.88,3.88,
316,Y1Ba2Cu2.9Co0.1O6.82,Ba2Y1Co0.1Cu2.9O6.82,Ba2YCu3O7,mp-20674,73.0,,,,,Y,1.0,Ba,2.0,2.9,Co,0.1,,,,,,,,,,,O,X,6.82,3.861,,,
317,Y1Ba2Cu2.8Co0.2O6.83,Ba2Y1Co0.2Cu2.8O6.83,Ba2YCu3O7,mp-20674,53.0,,,,,Y,1.0,Ba,2.0,2.8,Co,0.2,,,,,,,,,,,O,X,6.83,3.868,,,
318,Y1Ba2Cu2.7Co0.3O6.88,Ba2Y1Co0.3Cu2.7O6.88,Ba2YCu3O7,mp-20674,22.0,,,,,Y,1.0,Ba,2.0,2.7,Co,0.3,,,,,,,,,,,O,X,6.88,3.872,,,
323,Y1Ba2Cu2.7Ni0.3O6.97,Ba2Y1Cu2.7Ni0.3O6.97,Ba2YCu3O7,mp-20674,40.0,,,,,Y,1.0,Ba,2.0,2.7,Ni,0.3,,,,,,,,,,,O,X,6.97,3.833,3.849,3.849,
324,Y1Ba2Cu2.9Zn0.1O6.81,Ba2Y1Zn0.1Cu2.9O6.81,Ba2YCu3O7,mp-20674,55.0,,,,,Y,1.0,Ba,2.0,2.9,Zn,0.1,,,,,,,,,,,O,X,6.81,3.819,3.888,3.888,
325,Y1Ba2Cu2.8Zn0.2O6.79,Ba2Y1Zn0.2Cu2.8O6.79,Ba2YCu3O7,mp-20674,45.0,,,,,Y,1.0,Ba,2.0,2.8,Zn,0.2,,,,,,,,,,,O,X,6.79,3.82,3.889,3.889,
326,Y1Ba2Cu2.7Zn0.3O6.74,Ba2Y1Zn0.3Cu2.7O6.74,Ba2YCu3O7,mp-20674,45.0,,,,,Y,1.0,Ba,2.0,2.7,Zn,0.3,,,,,,,,,,,O,X,6.74,3.82,3.893,3.893,
327,Y1Ba2Cu3O6.85,Ba2Y1Cu3O6.85,Ba2YCu3O7,mp-20674,92.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,X,6.85,3.815,3.882,3.882,
328,Gd1Ba2Cu3OX,Ba2GdCu3O7,Ba2GdCu3O7,mp-19813,96.4,,,,,Gd,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,X,,3.833,3.895,3.895,
329,Gd1Ba1.8Sr0.2Cu3OX,Ba1.8Sr0.2Gd1Cu3O7,Ba2GdCu3O7,mp-19813,94.7,,,,,Gd,1.0,Ba,1.8,0.2,Cu,3.0,,,,,,,,,,,O,X,,3.834,3.897,3.897,
330,Gd1Ba1.6Sr0.4Cu3OX,Ba1.6Sr0.4Gd1Cu3O7,Ba2GdCu3O7,mp-19813,92.4,,,,,Gd,1.0,Ba,1.6,0.4,Cu,3.0,,,,,,,,,,,O,X,,3.831,3.883,3.883,
331,Gd1Ba1.4Sr0.6Cu3Oz,Ba1.4Sr0.6Gd1Cu3O7,Ba2GdCu3O7,mp-19813,89.4,,,,,Gd,1.0,Ba,1.4,0.6,Cu,3.0,,,,,,,,,,,O,z,,3.854,,,
332,Gd1Ba1.2Sr0.8Cu3Oz,Ba1.2Sr0.8Gd1Cu3O7,Ba2GdCu3O7,mp-19813,90.7,,,,,Gd,1.0,Ba,1.2,0.8,Cu,3.0,,,,,,,,,,,O,z,,3.843,,,
333,Gd1Ba1Sr1Cu3Oz,BaSrGdCu3O7,Ba2GdCu3O7,mp-19813,88.6,,,,,Gd,1.0,Ba,1.0,1.0,Cu,3.0,,,,,,,,,,,O,z,,3.848,,,
338,Y1Ba2Cu3O7,Ba2YCu3O7,Ba2YCu3O7,mp-20674,91.3,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7,,,,,
339,Ho1Ba2Cu3O7,Ba2HoCu3O7,Ba2HoCu3O7,mp-6616,92.1,,,,,Ho,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7,,,,,
340,Sm1Ba2Cu3O7,Ba2SmCu3O7,Ba2SmCu3O7,mp-21451,92.6,,,,,Sm,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7,,,,,
341,Ho1Ba2Cu3O7,Ba2HoCu3O7,Ba2HoCu3O7,mp-6616,92.1,,,,,Ho,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7,,,,,
342,Y1Ba2Cu3O7-Z,Ba2YCu3O7,Ba2YCu3O7,mp-20674,88.1,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Z,,,,,
343,Eu1Ba2Cu3OX,Ba2EuCu3O7,Ba2EuCu3O7,mp-622211,94.0,,,,,Eu,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,X,,,,,
344,Y1Ba2Cu3O6.8,Ba2Y1Cu3O6.8,Ba2YCu3O7,mp-20674,79.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,X,6.8,,,,
345,Nd1Ba2Cu3OX,Ba2NdCu3O7,Ba2NdCu3O7,mp-22719,82.5,,,,,Nd,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,X,,3.88,3.874,3.874,
348,La1.8Sr0.2Cu1O4,Sr0.2La1.8Cu1O4,La2CuO4,mp-19735,35.7,,,,,La,1.8,Sr,0.2,1.0,,,,,,,,,,,,,O,4,,,,,
352,Er1Ba2Cu3O7-Z,Ba2ErCu3O7,Ba2ErCu3O7,mp-622110,90.0,,,,,Er,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Z,,3.811,3.878,3.878,
353,Er0.75Yb0.25Ba2Cu3O7-Z,Ba2Yb0.25Er0.75Cu3O7,Ba2ErCu3O7,mp-622110,87.6,,,,,Er,0.75,Yb,0.25,2.0,Cu,3.0,,,,,,,,,,,O,7-Z,,3.817,3.887,3.887,
354,Er0.62Yb0.38Ba2Cu3O7-Z,Ba2Yb0.38Er0.62Cu3O7,Ba2ErCu3O7,mp-622110,88.3,,,,,Er,0.62,Yb,0.38,2.0,Cu,3.0,,,,,,,,,,,O,7-Z,,3.815,3.883,3.883,
355,Er0.5Yb0.5Ba2Cu3O7-Z,Ba2Yb0.5Er0.5Cu3O7,Ba2ErCu3O7,mp-622110,89.3,,,,,Er,0.5,Yb,0.5,2.0,Cu,3.0,,,,,,,,,,,O,7-Z,,3.812,3.883,3.883,
356,Er0.37Yb0.63Ba2Cu3O7-Z,Ba2Yb0.63Er0.37Cu3O7,Ba2YbCu3O7,mp-1214570,87.8,,,,,Er,0.37,Yb,0.63,2.0,Cu,3.0,,,,,,,,,,,O,7-Z,,3.809,3.879,3.879,
357,Er0.25Yb0.75Ba2Cu3O7-Z,Ba2Yb0.75Er0.25Cu3O7,Ba2YbCu3O7,mp-1214570,86.3,,,,,Er,0.25,Yb,0.75,2.0,Cu,3.0,,,,,,,,,,,O,7-Z,,3.812,3.879,3.879,
358,Yb1Ba2Cu3O7-Z,Ba2YbCu3O7,Ba2YbCu3O7,mp-1214570,88.5,,,,,Yb,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Z,,3.811,3.871,3.871,
359,Y1Ba2Cu2.9Fe0.1OX,Ba2Y1Fe0.1Cu2.9O7,Ba2YCu3O7,mp-20674,90.0,,,,,Y,1.0,Ba,2.0,2.9,Fe,0.1,,,,,,,,,,,O,X,,,,,
360,Y1Ba2Cu2.8Fe0.2OX,Ba2Y1Fe0.2Cu2.8O7,Ba2YCu3O7,mp-20674,66.0,,,,,Y,1.0,Ba,2.0,2.8,Fe,0.2,,,,,,,,,,,O,X,,,,,
361,Y1Ba2Cu2.7Fe0.3OX,Ba2Y1Fe0.3Cu2.7O7,Ba2YCu3O7,mp-20674,44.0,,,,,Y,1.0,Ba,2.0,2.7,Fe,0.3,,,,,,,,,,,O,X,,,,,
362,Y1Ba2Cu2.6Fe0.4OX,Ba2Y1Fe0.4Cu2.6O7,Ba2YCu3O7,mp-20674,22.0,,,,,Y,1.0,Ba,2.0,2.6,Fe,0.4,,,,,,,,,,,O,X,,,,,
363,Y1Ba2Cu2.9Ni0.1OX,Ba2Y1Cu2.9Ni0.1O7,Ba2YCu3O7,mp-20674,80.0,,,,,Y,1.0,Ba,2.0,2.9,Ni,0.1,,,,,,,,,,,O,X,,,,,
364,Y1Ba2Cu2.8Ni0.2OX,Ba2Y1Cu2.8Ni0.2O7,Ba2YCu3O7,mp-20674,73.0,,,,,Y,1.0,Ba,2.0,2.8,Ni,0.2,,,,,,,,,,,O,X,,,,,
365,Y1Ba2Cu2.9Co0.1OX,Ba2Y1Co0.1Cu2.9O7,Ba2YCu3O7,mp-20674,88.0,,,,,Y,1.0,Ba,2.0,2.9,Co,0.1,,,,,,,,,,,O,X,,,,,
367,Y1Ba2Cu2.7Co0.3OX,Ba2Y1Co0.3Cu2.7O7,Ba2YCu3O7,mp-20674,50.0,,,,,Y,1.0,Ba,2.0,2.7,Co,0.3,,,,,,,,,,,O,X,,,,,
368,Y1Ba2Cu2.6Co0.4OX,Ba2Y1Co0.4Cu2.6O7,Ba2YCu3O7,mp-20674,15.0,,,,,Y,1.0,Ba,2.0,2.6,Co,0.4,,,,,,,,,,,O,X,,,,,
369,Y1Ba2Cu2.9Zn0.1OX,Ba2Y1Zn0.1Cu2.9O7,Ba2YCu3O7,mp-20674,58.0,,,,,Y,1.0,Ba,2.0,2.9,Zn,0.1,,,,,,,,,,,O,X,,,,,
370,Y1Ba2Cu2.8Zn0.2OX,Ba2Y1Zn0.2Cu2.8O7,Ba2YCu3O7,mp-20674,50.0,,,,,Y,1.0,Ba,2.0,2.8,Zn,0.2,,,,,,,,,,,O,X,,,,,
371,Dy1Ba2Cu3OX,Ba2DyCu3O7,Ba2DyCu3O7,mp-622105,91.2,,15.3,,,Dy,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,X,,3.835,3.89,3.89,
372,Y1Ba2Cu3OX,Ba2YCu3O7,Ba2YCu3O7,mp-20674,90.8,,4.4,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,X,,3.823,3.886,3.886,
373,Y1Ba2Cu3OX,Ba2YCu3O7,Ba2YCu3O7,mp-20674,91.5,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,X,,,,,
379,Y1Ba2Cu3O7-Z,Ba2YCu3O7,Ba2YCu3O7,mp-20674,92.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Z,,3.823,3.887,3.887,
380,Y1Ba2Cu2.94Ga0.06O7-Z,Ba2Y1Ga0.06Cu2.94O7,Ba2YCu3O7,mp-20674,87.0,,,,,Y,1.0,Ba,2.0,2.94,Ga,0.06,,,,,,,,,,,O,7-Z,,3.848,3.874,3.874,
